ordernumber,orderdate,status,productcode,productline,quantityordered,priceeach,total_price,sales,tva_estime,country,dealsize,month
10120,2003-04-29,Shipped,S24_4278,Planes,29,85.49,2479.21,2479.21,0.0,Australia,Small,4
10133,2003-06-27,Shipped,S24_4278,Planes,46,77.52,3565.9199999999996,3565.92,0.0,Spain,Medium,6
10145,2003-08-25,Shipped,S24_4278,Planes,33,84.77,2797.41,2797.41,0.0,USA,Small,8
10168,2003-10-28,Shipped,S24_4278,Planes,48,78.25,3756.0,3756.0,0.0,USA,Medium,10
10210,2004-01-12,Shipped,S24_4278,Planes,40,71.0,2840.0,2840.0,0.0,Japan,Small,1
10223,2004-02-20,Shipped,S24_4278,Planes,23,74.62,1716.2600000000002,1716.26,0.0,Australia,Small,2
10235,2004-04-02,Shipped,S24_4278,Planes,40,81.14,3245.6,3245.6,0.0,Canada,Medium,4
10250,2004-05-11,Shipped,S24_4278,Planes,37,74.62,2760.94,2760.94,0.0,USA,Small,5
10263,2004-06-28,Shipped,S24_4278,Planes,24,75.35,1808.3999999999999,1808.4,0.0,USA,Small,6
10275,2004-07-23,Shipped,S24_4278,Planes,27,62.31,1682.3700000000001,1682.37,0.0,France,Small,7
10284,2004-08-21,Shipped,S24_4278,Planes,21,71.0,1491.0,1491.0,0.0,Norway,Small,8
10297,2004-09-16,Shipped,S24_4278,Planes,23,72.45,1666.3500000000001,1666.35,0.0,Ireland,Small,9
10308,2004-10-15,Shipped,S24_4278,Planes,44,83.32,3666.08,3666.08,0.0,USA,Medium,10
10317,2004-11-02,Shipped,S24_4278,Planes,35,83.32,2916.2,2916.2,0.0,USA,Small,11
10328,2004-11-12,Shipped,S24_4278,Planes,43,60.86,2616.98,2616.98,0.0,Italy,Small,11
10340,2004-11-24,Shipped,S24_4278,Planes,40,84.77,3390.7999999999997,3390.8,0.0,Spain,Medium,11
10353,2004-12-04,Shipped,S24_4278,Planes,35,89.9,3146.5,3146.5,0.0,USA,Medium,12
10361,2004-12-17,Shipped,S24_4278,Planes,25,62.46,1561.5,1561.5,0.0,Australia,Small,12
10375,2005-02-03,Shipped,S24_4278,Planes,43,100.0,4300.0,10039.6,5739.6,France,Large,2
10386,2005-03-01,Resolved,S24_4278,Planes,50,63.34,3167.0,3167.0,0.0,Spain,Medium,3
10398,2005-03-30,Shipped,S24_4278,Planes,45,78.25,3521.25,3521.25,0.0,France,Medium,3
10401,2005-04-03,On Hold,S24_4278,Planes,52,81.14,4219.28,4219.28,0.0,USA,Medium,4
10416,2005-05-10,Shipped,S24_4278,Planes,48,74.62,3581.76,3581.76,0.0,Italy,Medium,5
10108,2003-03-03,Shipped,S24_4620,Classic Cars,31,68.71,2130.0099999999998,2130.01,0.0,Philippines,Small,3
10122,2003-05-08,Shipped,S24_4620,Classic Cars,29,71.14,2063.06,2063.06,0.0,France,Small,5
10135,2003-07-02,Shipped,S24_4620,Classic Cars,23,87.31,2008.13,2008.13,0.0,USA,Small,7
10147,2003-09-05,Shipped,S24_4620,Classic Cars,31,64.67,2004.77,2004.77,0.0,USA,Small,9
10159,2003-10-10,Shipped,S24_4620,Classic Cars,23,67.1,1543.3,1543.3,0.0,USA,Small,10
10169,2003-11-04,Shipped,S24_4620,Classic Cars,24,94.58,2269.92,2269.92,0.0,Australia,Small,11
10180,2003-11-11,Shipped,S24_4620,Classic Cars,28,71.14,1991.92,1991.92,0.0,France,Small,11
10191,2003-11-20,Shipped,S24_4620,Classic Cars,44,66.29,2916.76,2916.76,0.0,Germany,Small,11
10211,2004-01-15,Shipped,S24_4620,Classic Cars,22,92.16,2027.52,2027.52,0.0,France,Small,1
10225,2004-02-22,Shipped,S24_4620,Classic Cars,46,70.33,3235.18,3235.18,0.0,Switzerland,Medium,2
10238,2004-04-09,Shipped,S24_4620,Classic Cars,22,93.77,2062.94,2062.94,0.0,Denmark,Small,4
10252,2004-05-26,Shipped,S24_4620,Classic Cars,38,87.31,3317.78,3317.78,0.0,France,Medium,5
10264,2004-06-30,Shipped,S24_4620,Classic Cars,47,83.27,3913.6899999999996,3913.69,0.0,USA,Medium,6
10276,2004-08-02,Shipped,S24_4620,Classic Cars,48,75.18,3608.6400000000003,3608.64,0.0,USA,Medium,8
10287,2004-08-30,Shipped,S24_4620,Classic Cars,40,88.12,3524.8,3524.8,0.0,Switzerland,Medium,8
10299,2004-09-30,Shipped,S24_4620,Classic Cars,32,80.84,2586.88,2586.88,0.0,Finland,Small,9
10310,2004-10-16,Shipped,S24_4620,Classic Cars,49,97.01,4753.490000000001,4753.49,0.0,Germany,Medium,10
10319,2004-11-03,Shipped,S24_4620,Classic Cars,43,85.69,3684.67,3684.67,0.0,USA,Medium,11
10331,2004-11-17,Shipped,S24_4620,Classic Cars,41,100.0,4100.0,5715.4,1615.4,USA,Medium,11
10343,2004-11-24,Shipped,S24_4620,Classic Cars,30,100.0,3000.0,3098.7,98.7,France,Medium,11
10355,2004-12-07,Shipped,S24_4620,Classic Cars,28,95.39,2670.92,2670.92,0.0,Spain,Small,12
10363,2005-01-06,Shipped,S24_4620,Classic Cars,43,100.0,4300.0,5154.41,854.41,Finland,Medium,1
10378,2005-02-10,Shipped,S24_4620,Classic Cars,41,100.0,4100.0,4894.17,794.17,Spain,Medium,2
10390,2005-03-04,Shipped,S24_4620,Classic Cars,30,82.42,2472.6,2472.6,0.0,USA,Small,3
10103,2003-01-29,Shipped,S32_1268,Trucks and Buses,31,100.0,3100.0,3224.31,124.31,Norway,Medium,1
10114,2003-04-01,Shipped,S32_1268,Trucks and Buses,32,100.0,3200.0,3667.52,467.52,France,Medium,4
10126,2003-05-28,Shipped,S32_1268,Trucks and Buses,43,96.31,4141.33,4141.33,0.0,Spain,Medium,5
10140,2003-07-24,Shipped,S32_1268,Trucks and Buses,26,100.0,2600.0,2829.58,229.58,USA,Small,7
10151,2003-09-21,Shipped,S32_1268,Trucks and Buses,27,100.0,2700.0,3068.55,368.55,Finland,Medium,9
10164,2003-10-21,Resolved,S32_1268,Trucks and Buses,24,100.0,2400.0,2634.96,234.96,Austria,Small,10
10175,2003-11-06,Shipped,S32_1268,Trucks and Buses,22,100.0,2200.0,2436.72,236.72,UK,Small,11
10184,2003-11-14,Shipped,S32_1268,Trucks and Buses,46,100.0,4600.0,4607.36,7.36,Spain,Medium,11
10194,2003-11-25,Shipped,S32_1268,Trucks and Buses,37,97.27,3598.99,3598.99,0.0,France,Medium,11
10207,2003-12-09,Shipped,S32_1268,Trucks and Buses,49,80.9,3964.1000000000004,3964.1,0.0,USA,Medium,12
10217,2004-02-04,Shipped,S32_1268,Trucks and Buses,21,100.0,2100.0,2244.9,144.9,Singapore,Small,2
10229,2004-03-11,Shipped,S32_1268,Trucks and Buses,25,100.0,2500.0,2793.0,293.0,USA,Small,3
10245,2004-05-04,Shipped,S32_1268,Trucks and Buses,37,100.0,3700.0,4133.64,433.64,USA,Medium,5
10259,2004-06-15,Shipped,S32_1268,Trucks and Buses,45,86.68,3900.6000000000004,3900.6,0.0,Singapore,Medium,6
10270,2004-07-19,Shipped,S32_1268,Trucks and Buses,32,85.72,2743.04,2743.04,0.0,Australia,Small,7
10281,2004-08-19,Shipped,S32_1268,Trucks and Buses,29,82.83,2402.07,2402.07,0.0,USA,Small,8
10291,2004-09-08,Shipped,S32_1268,Trucks and Buses,26,83.79,2178.54,2178.54,0.0,Sweden,Small,9
10305,2004-10-13,Shipped,S32_1268,Trucks and Buses,28,100.0,2800.0,3155.04,355.04,USA,Medium,10
10313,2004-10-22,Shipped,S32_1268,Trucks and Buses,27,87.64,2366.28,2366.28,0.0,Canada,Small,10
10324,2004-11-05,Shipped,S32_1268,Trucks and Buses,20,98.18,1963.6000000000001,1963.6,0.0,USA,Small,11
10335,2004-11-19,Shipped,S32_1268,Trucks and Buses,44,100.0,4400.0,4746.28,346.28,USA,Medium,11
10348,2004-11-01,Shipped,S32_1268,Trucks and Buses,42,100.0,4200.0,6386.94,2186.94,Spain,Medium,11
10358,2004-12-10,Shipped,S32_1268,Trucks and Buses,41,100.0,4100.0,4428.0,328.0,Spain,Medium,12
10371,2005-01-23,Shipped,S32_1268,Trucks and Buses,26,100.0,2600.0,4044.04,1444.04,USA,Medium,1
10382,2005-02-17,Shipped,S32_1268,Trucks and Buses,26,100.0,2600.0,2708.42,108.42,USA,Small,2
10411,2005-05-01,Shipped,S32_1268,Trucks and Buses,26,100.0,2600.0,2904.72,304.72,Canada,Small,5
10425,2005-05-31,In Process,S32_1268,Trucks and Buses,41,86.68,3553.88,3553.88,0.0,France,Medium,5
10107,2003-02-24,Shipped,S32_1374,Motorcycles,20,92.9,1858.0,1858.0,0.0,USA,Small,2
10120,2003-04-29,Shipped,S32_1374,Motorcycles,22,100.0,2200.0,2461.36,261.36,Australia,Small,4
10133,2003-06-27,Shipped,S32_1374,Motorcycles,23,100.0,2300.0,2642.01,342.01,Spain,Small,6
10145,2003-08-25,Shipped,S32_1374,Motorcycles,33,93.9,3098.7000000000003,3098.7,0.0,USA,Medium,8
10168,2003-10-28,Shipped,S32_1374,Motorcycles,28,100.0,2800.0,3244.36,444.36,USA,Medium,10
10188,2003-11-18,Shipped,S32_1374,Motorcycles,44,98.89,4351.16,4351.16,0.0,Norway,Medium,11
10210,2004-01-12,Shipped,S32_1374,Motorcycles,46,79.91,3675.8599999999997,3675.86,0.0,Japan,Medium,1
10223,2004-02-20,Shipped,S32_1374,Motorcycles,21,100.0,2100.0,2475.27,375.27,Australia,Small,2
10235,2004-04-02,Shipped,S32_1374,Motorcycles,41,100.0,4100.0,4177.49,77.49,Canada,Medium,4
10250,2004-05-11,Shipped,S32_1374,Motorcycles,31,100.0,3100.0,3282.28,182.28,USA,Medium,5
10263,2004-06-28,Shipped,S32_1374,Motorcycles,31,79.91,2477.21,2477.21,0.0,USA,Small,6
10275,2004-07-23,Shipped,S32_1374,Motorcycles,23,81.91,1883.9299999999998,1883.93,0.0,France,Small,7
10285,2004-08-27,Shipped,S32_1374,Motorcycles,37,98.89,3658.93,3658.93,0.0,USA,Medium,8
10297,2004-09-16,Shipped,S32_1374,Motorcycles,26,100.0,2600.0,2856.88,256.88,Ireland,Small,9
10308,2004-10-15,Shipped,S32_1374,Motorcycles,24,79.91,1917.84,1917.84,0.0,USA,Small,10
10318,2004-11-02,Shipped,S32_1374,Motorcycles,47,100.0,4700.0,5305.36,605.36,USA,Medium,11
10329,2004-11-15,Shipped,S32_1374,Motorcycles,45,63.91,2875.95,2875.95,0.0,USA,Small,11
10340,2004-11-24,Shipped,S32_1374,Motorcycles,55,100.0,5500.0,6482.85,982.85,Spain,Medium,11
10353,2004-12-04,Shipped,S32_1374,Motorcycles,46,81.17,3733.82,3733.82,0.0,USA,Medium,12
10363,2005-01-06,Shipped,S32_1374,Motorcycles,50,100.0,5000.0,6576.5,1576.5,Finland,Medium,1
10375,2005-02-03,Shipped,S32_1374,Motorcycles,37,100.0,3700.0,6353.27,2653.27,France,Medium,2
10387,2005-03-02,Shipped,S32_1374,Motorcycles,44,94.9,4175.6,4175.6,0.0,Singapore,Medium,3
10401,2005-04-03,On Hold,S32_1374,Motorcycles,49,100.0,4900.0,4992.61,92.61,USA,Medium,4
10416,2005-05-10,Shipped,S32_1374,Motorcycles,45,100.0,4500.0,4764.6,264.6,Italy,Medium,5
10108,2003-03-03,Shipped,S32_2206,Motorcycles,27,43.45,1173.15,1173.15,0.0,Philippines,Small,3
10122,2003-05-08,Shipped,S32_2206,Motorcycles,31,44.66,1384.4599999999998,1384.46,0.0,France,Small,5
10135,2003-07-02,Shipped,S32_2206,Motorcycles,33,40.23,1327.59,1327.59,0.0,USA,Small,7
10145,2003-08-25,Shipped,S32_2206,Motorcycles,31,35.8,1109.8,1109.8,0.0,USA,Small,8
10159,2003-10-10,Shipped,S32_2206,Motorcycles,35,35.4,1239.0,1239.0,0.0,USA,Small,10
10169,2003-11-04,Shipped,S32_2206,Motorcycles,26,39.83,1035.58,1035.58,0.0,Australia,Small,11
10180,2003-11-11,Shipped,S32_2206,Motorcycles,34,45.46,1545.64,1545.64,0.0,France,Small,11
10190,2003-11-19,Shipped,S32_2206,Motorcycles,46,32.99,1517.5400000000002,1517.54,0.0,Spain,Small,11
10211,2004-01-15,Shipped,S32_2206,Motorcycles,41,42.24,1731.8400000000001,1731.84,0.0,France,Small,1
10224,2004-02-21,Shipped,S32_2206,Motorcycles,43,39.43,1695.49,1695.49,0.0,France,Small,2
10237,2004-04-05,Shipped,S32_2206,Motorcycles,26,40.23,1045.98,1045.98,0.0,USA,Small,4
10252,2004-05-26,Shipped,S32_2206,Motorcycles,36,48.28,1738.08,1738.08,0.0,France,Small,5
10264,2004-06-30,Shipped,S32_2206,Motorcycles,20,32.59,651.8000000000001,651.8,0.0,USA,Small,6
10276,2004-08-02,Shipped,S32_2206,Motorcycles,27,36.61,988.47,988.47,0.0,USA,Small,8
10285,2004-08-27,Shipped,S32_2206,Motorcycles,37,41.03,1518.1100000000001,1518.11,0.0,USA,Small,8
10299,2004-09-30,Shipped,S32_2206,Motorcycles,24,42.24,1013.76,1013.76,0.0,Finland,Small,9
10310,2004-10-16,Shipped,S32_2206,Motorcycles,36,43.05,1549.8,1549.8,0.0,Germany,Small,10
10319,2004-11-03,Shipped,S32_2206,Motorcycles,29,38.22,1108.3799999999999,1108.38,0.0,USA,Small,11
10331,2004-11-17,Shipped,S32_2206,Motorcycles,28,100.0,2800.0,4102.56,1302.56,USA,Medium,11
10343,2004-11-24,Shipped,S32_2206,Motorcycles,29,100.0,2900.0,3713.16,813.16,France,Medium,11
10355,2004-12-07,Shipped,S32_2206,Motorcycles,38,39.83,1513.54,1513.54,0.0,Spain,Small,12
10364,2005-01-06,Shipped,S32_2206,Motorcycles,48,48.28,2317.44,2317.44,0.0,France,Small,1
10378,2005-02-10,Shipped,S32_2206,Motorcycles,40,82.46,3298.3999999999996,3298.4,0.0,Spain,Medium,2
10390,2005-03-04,Shipped,S32_2206,Motorcycles,41,44.56,1826.96,1826.96,0.0,USA,Small,3
10403,2005-04-08,Shipped,S32_2206,Motorcycles,30,40.23,1206.8999999999999,1206.9,0.0,UK,Small,4
10104,2003-01-31,Shipped,S32_2509,Trucks and Buses,35,47.62,1666.6999999999998,1666.7,0.0,Spain,Small,1
10114,2003-04-01,Shipped,S32_2509,Trucks and Buses,28,55.73,1560.4399999999998,1560.44,0.0,France,Small,4
10127,2003-06-03,Shipped,S32_2509,Trucks and Buses,45,51.95,2337.75,2337.75,0.0,USA,Small,6
10141,2003-08-01,Shipped,S32_2509,Trucks and Buses,24,45.99,1103.76,1103.76,0.0,Finland,Small,8
10151,2003-09-21,Shipped,S32_2509,Trucks and Buses,41,63.85,2617.85,2617.85,0.0,Finland,Small,9
10165,2003-10-22,Shipped,S32_2509,Trucks and Buses,48,45.99,2207.52,2207.52,0.0,Singapore,Small,10
10175,2003-11-06,Shipped,S32_2509,Trucks and Buses,50,63.31,3165.5,3165.5,0.0,UK,Medium,11
10184,2003-11-14,Shipped,S32_2509,Trucks and Buses,33,62.77,2071.4100000000003,2071.41,0.0,Spain,Small,11
10195,2003-11-25,Shipped,S32_2509,Trucks and Buses,32,43.29,1385.28,1385.28,0.0,USA,Small,11
10207,2003-12-09,Shipped,S32_2509,Trucks and Buses,27,60.06,1621.6200000000001,1621.62,0.0,USA,Small,12
10219,2004-02-10,Shipped,S32_2509,Trucks and Buses,35,55.19,1931.6499999999999,1931.65,0.0,USA,Small,2
10229,2004-03-11,Shipped,S32_2509,Trucks and Buses,23,54.11,1244.53,1244.53,0.0,USA,Small,3
10246,2004-05-05,Shipped,S32_2509,Trucks and Buses,35,48.7,1704.5,1704.5,0.0,Spain,Small,5
10259,2004-06-15,Shipped,S32_2509,Trucks and Buses,40,43.83,1753.1999999999998,1753.2,0.0,Singapore,Small,6
10271,2004-07-20,Shipped,S32_2509,Trucks and Buses,35,47.62,1666.6999999999998,1666.7,0.0,USA,Small,7
10281,2004-08-19,Shipped,S32_2509,Trucks and Buses,31,55.19,1710.8899999999999,1710.89,0.0,USA,Small,8
10292,2004-09-08,Shipped,S32_2509,Trucks and Buses,50,46.53,2326.5,2326.5,0.0,USA,Small,9
10305,2004-10-13,Shipped,S32_2509,Trucks and Buses,40,57.9,2316.0,2316.0,0.0,USA,Small,10
10313,2004-10-22,Shipped,S32_2509,Trucks and Buses,38,45.45,1727.1000000000001,1727.1,0.0,Canada,Small,10
10325,2004-11-05,Shipped,S32_2509,Trucks and Buses,38,100.0,3800.0,8844.12,5044.12,Norway,Large,11
10335,2004-11-19,Shipped,S32_2509,Trucks and Buses,40,60.6,2424.0,2424.0,0.0,USA,Small,11
10349,2004-12-01,Shipped,S32_2509,Trucks and Buses,33,46.53,1535.49,1535.49,0.0,USA,Small,12
10359,2004-12-15,Shipped,S32_2509,Trucks and Buses,36,100.0,3600.0,6358.68,2758.68,France,Medium,12
10371,2005-01-23,Shipped,S32_2509,Trucks and Buses,20,66.47,1329.4,1329.4,0.0,USA,Small,1
10383,2005-02-22,Shipped,S32_2509,Trucks and Buses,32,53.18,1701.76,1701.76,0.0,Spain,Small,2
10394,2005-03-15,Shipped,S32_2509,Trucks and Buses,36,62.77,2259.7200000000003,2259.72,0.0,Spain,Small,3
10412,2005-05-03,Shipped,S32_2509,Trucks and Buses,19,48.7,925.3000000000001,925.3,0.0,Spain,Small,5
10425,2005-05-31,In Process,S32_2509,Trucks and Buses,11,43.83,482.13,482.13,0.0,France,Small,5
10104,2003-01-31,Shipped,S32_3207,Trains,49,65.87,3227.63,3227.63,0.0,Spain,Medium,1
10116,2003-04-11,Shipped,S32_3207,Trains,27,63.38,1711.26,1711.26,0.0,Belgium,Small,4
10127,2003-06-03,Shipped,S32_3207,Trains,29,70.84,2054.36,2054.36,0.0,USA,Small,6
10142,2003-08-08,Shipped,S32_3207,Trains,42,74.57,3131.9399999999996,3131.94,0.0,USA,Medium,8
10152,2003-09-25,Shipped,S32_3207,Trains,33,50.95,1681.3500000000001,1681.35,0.0,Australia,Small,9
10165,2003-10-22,Shipped,S32_3207,Trains,44,53.44,2351.3599999999997,2351.36,0.0,Singapore,Small,10
10176,2003-11-06,Shipped,S32_3207,Trains,22,64.0,1408.0,1408.0,0.0,Italy,Small,11
10184,2003-11-14,Shipped,S32_3207,Trains,48,50.95,2445.6000000000004,2445.6,0.0,Spain,Small,11
10195,2003-11-25,Shipped,S32_3207,Trains,33,54.68,1804.44,1804.44,0.0,USA,Small,11
10207,2003-12-09,Shipped,S32_3207,Trains,45,56.55,2544.75,2544.75,0.0,USA,Small,12
10220,2004-02-12,Shipped,S32_3207,Trains,20,52.82,1056.4,1056.4,0.0,Ireland,Small,2
10230,2004-03-15,Shipped,S32_3207,Trains,46,60.9,2801.4,2801.4,0.0,Germany,Small,3
10247,2004-05-05,Shipped,S32_3207,Trains,40,49.71,1988.4,1988.4,0.0,Finland,Small,5
10272,2004-07-20,Shipped,S32_3207,Trains,45,64.63,2908.35,2908.35,0.0,USA,Small,7
10282,2004-08-20,Shipped,S32_3207,Trains,36,59.65,2147.4,2147.4,0.0,USA,Small,8
10292,2004-09-08,Shipped,S32_3207,Trains,31,67.73,2099.63,2099.63,0.0,USA,Small,9
10306,2004-10-14,Shipped,S32_3207,Trains,46,50.33,2315.18,2315.18,0.0,UK,Small,10
10314,2004-10-22,Shipped,S32_3207,Trains,35,66.49,2327.1499999999996,2327.15,0.0,Denmark,Small,10
10325,2004-11-05,Shipped,S32_3207,Trains,28,100.0,2800.0,5377.4,2577.4,Norway,Medium,11
10336,2004-11-20,Shipped,S32_3207,Trains,31,84.71,2626.0099999999998,2626.01,0.0,France,Small,11
10350,2004-12-02,Shipped,S32_3207,Trains,27,100.0,2700.0,4406.4,1706.4,Spain,Medium,12
10359,2004-12-15,Shipped,S32_3207,Trains,22,100.0,2200.0,4301.22,2101.22,France,Medium,12
10371,2005-01-23,Shipped,S32_3207,Trains,30,99.55,2986.5,2986.5,0.0,USA,Small,1
10383,2005-02-22,Shipped,S32_3207,Trains,44,36.07,1587.08,1587.08,0.0,Spain,Small,2
10394,2005-03-15,Shipped,S32_3207,Trains,30,60.28,1808.4,1808.4,0.0,Spain,Small,3
10413,2005-05-05,Shipped,S32_3207,Trains,24,49.71,1193.04,1193.04,0.0,USA,Small,5
10103,2003-01-29,Shipped,S32_3522,Trucks and Buses,45,75.63,3403.35,3403.35,0.0,Norway,Medium,1
10113,2003-03-26,Shipped,S32_3522,Trucks and Buses,23,68.52,1575.9599999999998,1575.96,0.0,USA,Small,3
10126,2003-05-28,Shipped,S32_3522,Trucks and Buses,26,62.7,1630.2,1630.2,0.0,Spain,Small,5
10140,2003-07-24,Shipped,S32_3522,Trucks and Buses,28,60.76,1701.28,1701.28,0.0,USA,Small,7
10150,2003-09-19,Shipped,S32_3522,Trucks and Buses,49,58.18,2850.82,2850.82,0.0,Singapore,Small,9
10164,2003-10-21,Resolved,S32_3522,Trucks and Buses,49,54.94,2692.06,2692.06,0.0,Austria,Small,10
10175,2003-11-06,Shipped,S32_3522,Trucks and Buses,29,74.98,2174.42,2174.42,0.0,UK,Small,11
10183,2003-11-13,Shipped,S32_3522,Trucks and Buses,49,64.64,3167.36,3167.36,0.0,USA,Medium,11
10194,2003-11-25,Shipped,S32_3522,Trucks and Buses,39,54.94,2142.66,2142.66,0.0,France,Small,11
10206,2003-12-05,Shipped,S32_3522,Trucks and Buses,36,58.82,2117.52,2117.52,0.0,Canada,Small,12
10217,2004-02-04,Shipped,S32_3522,Trucks and Buses,39,62.05,2419.95,2419.95,0.0,Singapore,Small,2
10229,2004-03-11,Shipped,S32_3522,Trucks and Buses,30,73.04,2191.2000000000003,2191.2,0.0,USA,Small,3
10245,2004-05-04,Shipped,S32_3522,Trucks and Buses,44,69.16,3043.04,3043.04,0.0,USA,Medium,5
10258,2004-06-15,Shipped,S32_3522,Trucks and Buses,20,61.41,1228.1999999999998,1228.2,0.0,Japan,Small,6
10270,2004-07-19,Shipped,S32_3522,Trucks and Buses,21,63.35,1330.3500000000001,1330.35,0.0,Australia,Small,7
10281,2004-08-19,Shipped,S32_3522,Trucks and Buses,36,77.57,2792.5199999999995,2792.52,0.0,USA,Small,8
10291,2004-09-08,Shipped,S32_3522,Trucks and Buses,32,71.75,2296.0,2296.0,0.0,Sweden,Small,9
10304,2004-10-11,Shipped,S32_3522,Trucks and Buses,36,73.04,2629.44,2629.44,0.0,France,Small,10
10313,2004-10-22,Shipped,S32_3522,Trucks and Buses,34,56.24,1912.16,1912.16,0.0,Canada,Small,10
10324,2004-11-05,Shipped,S32_3522,Trucks and Buses,48,100.0,4800.0,8209.44,3409.44,USA,Large,11
10333,2004-11-18,Shipped,S32_3522,Trucks and Buses,33,73.69,2431.77,2431.77,0.0,USA,Small,11
10348,2004-11-01,Shipped,S32_3522,Trucks and Buses,31,100.0,3100.0,3139.99,39.99,Spain,Medium,11
10358,2004-12-10,Shipped,S32_3522,Trucks and Buses,36,100.0,3600.0,5669.64,2069.64,Spain,Medium,12
10370,2005-01-20,Shipped,S32_3522,Trucks and Buses,25,100.0,2500.0,3160.25,660.25,Australia,Medium,1
10382,2005-02-17,Shipped,S32_3522,Trucks and Buses,48,100.0,4800.0,6799.68,1999.68,USA,Medium,2
10411,2005-05-01,Shipped,S32_3522,Trucks and Buses,27,69.16,1867.32,1867.32,0.0,Canada,Small,5
10424,2005-05-31,In Process,S32_3522,Trucks and Buses,44,61.41,2702.04,2702.04,0.0,Spain,Small,5
10106,2003-02-17,Shipped,S32_4289,Vintage Cars,33,72.92,2406.36,2406.36,0.0,Italy,Small,2
10120,2003-04-29,Shipped,S32_4289,Vintage Cars,29,72.23,2094.67,2094.67,0.0,Australia,Small,4
10133,2003-06-27,Shipped,S32_4289,Vintage Cars,49,57.1,2797.9,2797.9,0.0,Spain,Small,6
10144,2003-08-13,Shipped,S32_4289,Vintage Cars,20,81.86,1637.2,1637.2,0.0,Belgium,Small,8
10168,2003-10-28,Shipped,S32_4289,Vintage Cars,31,73.61,2281.91,2281.91,0.0,USA,Small,10
10210,2004-01-12,Shipped,S32_4289,Vintage Cars,39,59.16,2307.24,2307.24,0.0,Japan,Small,1
10223,2004-02-20,Shipped,S32_4289,Vintage Cars,20,66.04,1320.8000000000002,1320.8,0.0,Australia,Small,2
10235,2004-04-02,Shipped,S32_4289,Vintage Cars,34,77.73,2642.82,2642.82,0.0,Canada,Small,4
10250,2004-05-11,Shipped,S32_4289,Vintage Cars,50,61.22,3061.0,3061.0,0.0,USA,Medium,5
10262,2004-06-24,Cancelled,S32_4289,Vintage Cars,40,79.11,3164.4,3164.4,0.0,Spain,Medium,6
10275,2004-07-23,Shipped,S32_4289,Vintage Cars,28,63.97,1791.1599999999999,1791.16,0.0,France,Small,7
10284,2004-08-21,Shipped,S32_4289,Vintage Cars,50,81.86,4093.0,4093.0,0.0,Norway,Medium,8
10297,2004-09-16,Shipped,S32_4289,Vintage Cars,28,79.8,2234.4,2234.4,0.0,Ireland,Small,9
10308,2004-10-15,Shipped,S32_4289,Vintage Cars,46,66.04,3037.84,3037.84,0.0,USA,Medium,10
10316,2004-11-01,Shipped,S32_4289,Vintage Cars,24,59.16,1419.84,1419.84,0.0,UK,Small,11
10328,2004-11-12,Shipped,S32_4289,Vintage Cars,24,81.17,1948.08,1948.08,0.0,Italy,Small,11
10340,2004-11-24,Shipped,S32_4289,Vintage Cars,39,59.16,2307.24,2307.24,0.0,Spain,Small,11
10353,2004-12-04,Shipped,S32_4289,Vintage Cars,40,44.51,1780.3999999999999,1780.4,0.0,USA,Small,12
10361,2004-12-17,Shipped,S32_4289,Vintage Cars,49,72.33,3544.17,3544.17,0.0,Australia,Medium,12
10375,2005-02-03,Shipped,S32_4289,Vintage Cars,44,82.26,3619.44,3619.44,0.0,France,Medium,2
10388,2005-03-03,Shipped,S32_4289,Vintage Cars,35,100.0,3500.0,3918.95,418.95,USA,Medium,3
10398,2005-03-30,Shipped,S32_4289,Vintage Cars,22,67.41,1483.02,1483.02,0.0,France,Small,3
10401,2005-04-03,On Hold,S32_4289,Vintage Cars,62,77.73,4819.26,4819.26,0.0,USA,Medium,4
10416,2005-05-10,Shipped,S32_4289,Vintage Cars,26,61.22,1591.72,1591.72,0.0,Italy,Small,5
10108,2003-03-03,Shipped,S32_4485,Motorcycles,31,100.0,3100.0,3669.78,569.78,Philippines,Medium,3
10121,2003-05-07,Shipped,S32_4485,Motorcycles,25,86.74,2168.5,2168.5,0.0,France,Small,5
10135,2003-07-02,Shipped,S32_4485,Motorcycles,30,89.8,2694.0,2694.0,0.0,USA,Small,7
10145,2003-08-25,Shipped,S32_4485,Motorcycles,27,100.0,2700.0,3251.34,551.34,USA,Medium,8
10159,2003-10-10,Shipped,S32_4485,Motorcycles,23,100.0,2300.0,2347.15,47.15,USA,Small,10
10169,2003-11-04,Shipped,S32_4485,Motorcycles,34,100.0,3400.0,3920.88,520.88,Australia,Medium,11
10180,2003-11-11,Shipped,S32_4485,Motorcycles,22,100.0,2200.0,2514.6,314.6,France,Small,11
10190,2003-11-19,Shipped,S32_4485,Motorcycles,42,85.72,3600.24,3600.24,0.0,Spain,Medium,11
10211,2004-01-15,Shipped,S32_4485,Motorcycles,37,100.0,3700.0,4040.03,340.03,France,Medium,1
10224,2004-02-21,Shipped,S32_4485,Motorcycles,30,100.0,3000.0,3336.9,336.9,France,Medium,2
10237,2004-04-05,Shipped,S32_4485,Motorcycles,27,100.0,2700.0,3113.64,413.64,USA,Medium,4
10252,2004-05-26,Shipped,S32_4485,Motorcycles,25,100.0,2500.0,2832.0,332.0,France,Small,5
10264,2004-06-30,Shipped,S32_4485,Motorcycles,34,97.97,3330.98,3330.98,0.0,USA,Medium,6
